time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-09-26T11:15:06.950Z,33.2711667,-116.776,13.63,1.26,ml,43,34,0.03795,0.16,ci,ci37573884,2023-09-26T17:25:29.102Z,"4 km NNW of Lake Henshaw, CA",earthquake,0.2,0.53,0.153,32,reviewed,ci,ci
2023-09-26T11:15:05.190Z,33.273,-116.778,13.09,0.86,ml,42,34,0.04029,0.14,ci,ci40572680,2023-09-26T17:18:15.710Z,"4 km NNW of Lake Henshaw, CA",earthquake,0.17,0.46,0.136,22,reviewed,ci,ci
2023-09-26T11:07:44.680Z,19.361665725708,-155.276672363281,28.5699996948242,1.77,ml,47,87,,0.140000001,hv,hv73585752,2023-09-26T11:13:16.180Z,"10 km SSW of Volcano, Hawaii",earthquake,0.38,0.479999989,3,15,automatic,hv,hv
2023-09-26T11:01:53.340Z,53.9191666666667,-166.690833333333,3.81,0.33,ml,6,169,,0.12,av,av92059396,2023-09-27T01:30:50.710Z,"10 km WNW of Dutch Harbor, Alaska",earthquake,0.35,0.73,0.190146221148728,6,reviewed,av,av
2023-09-26T10:57:40.355Z,62.9489,-150.7156,110.4,1.9,ml,,,,0.25,ak,ak023cd1uzsp,2023-09-26T10:59:22.033Z,"50 km N of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-09-26T10:57:12.509Z,36.70816667,-97.66183333,7.38,0.95,ml,51,51,0.2141579749,0.28,ok,ok2023swmn,2023-09-27T12:58:38.562Z,"9 km WNW of Lamont, Oklahoma",earthquake,,1,0.24,18,reviewed,ok,ok
2023-09-26T10:53:40.030Z,35.665,-117.4841667,7.38,1.26,ml,19,72,0.04923,0.12,ci,ci40572672,2023-09-26T17:06:39.347Z,"14 km SSW of Searles Valley, CA",earthquake,0.27,0.7,0.115,9,reviewed,ci,ci
2023-09-26T10:51:27.860Z,34.002,-117.0048333,14.46,1.01,ml,48,46,0.09539,0.17,ci,ci40572664,2023-09-26T17:37:05.172Z,"5 km ENE of Calimesa, CA",earthquake,0.16,0.41,0.178,19,reviewed,ci,ci
2023-09-26T10:42:12.960Z,58.2976666666667,-154.996166666667,2.94,0.66,ml,15,139,,0.12,av,av92059351,2023-09-27T01:38:13.370Z,"87 km NNW of Karluk, Alaska",earthquake,0.34,0.57,0.282216501894131,15,reviewed,av,av
2023-09-26T10:41:45.820Z,33.266,-116.4253333,4.46,0.8,ml,36,61,0.007191,0.19,ci,ci40572656,2023-09-26T17:21:23.321Z,"5 km WNW of Borrego Springs, CA",earthquake,0.21,0.38,0.059,14,reviewed,ci,ci
2023-09-26T10:28:38.064Z,62.4952,-148.4708,28.8,0.9,ml,,,,0.75,ak,ak023cd1orvi,2023-09-26T10:30:43.984Z,"77 km N of Chickaloon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-26T10:24:33.380Z,53.8868333333333,-166.9505,6.47,-0.47,ml,7,212,,0.15,av,av91116748,2023-09-27T01:42:06.300Z,"26 km W of Dutch Harbor, Alaska",earthquake,0.67,1.03,0.241082179551859,7,reviewed,av,av
2023-09-26T10:13:54.434Z,63.3592,-145.534,1,1.2,ml,,,,0.68,ak,ak023cd1lleb,2023-09-26T10:23:36.583Z,"30 km N of Paxson, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-26T10:09:57.060Z,63.469,-151.1533,0,1.2,ml,,,,0.8,ak,ak023cd1kqqi,2023-09-26T10:11:45.788Z,"Central Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-09-26T09:59:56.480Z,36.6583328,-121.3180008,2.01,1.94,md,25,83,0.04745,0.16,nc,nc73942071,2023-09-26T10:01:31.657Z,"15 km S of Tres Pinos, CA",earthquake,0.37,1.03,0.13,24,automatic,nc,nc
2023-09-26T09:47:56.210Z,38.8191681,-122.7743301,0.19,0.71,md,7,205,0.007711,0.22,nc,nc73942066,2023-09-26T09:49:31.467Z,"4 km W of Cobb, CA",earthquake,1.09,2.71,0.22,9,automatic,nc,nc
2023-09-26T09:45:28.390Z,34.0525,-116.963,15.48,1.34,ml,56,32,0.04673,0.16,ci,ci40572640,2023-09-26T16:19:08.330Z,"8 km ENE of Yucaipa, CA",earthquake,0.14,0.36,0.121,23,reviewed,ci,ci
2023-09-26T09:14:10.250Z,60.019,-153.064833333333,-0.66,-1.05,ml,5,96,,0.15,av,av92059256,2023-09-27T01:24:49.830Z,"Southern Alaska",earthquake,0.3,3.75,0.100802819858401,4,reviewed,av,av
2023-09-26T09:11:14.135Z,-20.2433,-69.0408,94.613,4.7,mwr,91,52,0.59,0.66,us,us7000ky68,2023-09-26T20:05:32.159Z,"Tarapaca, Chile",earthquake,4.75,5.09,,,reviewed,us,guc
2023-09-26T09:03:21.897Z,57.4013,-155.6486,13.8,2.5,ml,,,,0.39,ak,ak023cd0xy4d,2023-09-26T09:06:39.777Z,"73 km WSW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-26T09:01:30.636Z,62.9548,-149.5167,81.2,1.6,ml,,,,0.23,ak,ak023cd0xjd3,2023-09-26T09:03:40.839Z,"Central Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-09-26T08:59:40.380Z,60.0088333333333,-153.106166666667,5.91,-0.86,ml,5,126,,0.18,av,av92059231,2023-09-27T01:22:32.350Z,"Southern Alaska",earthquake,0.89,1.68,0.277459253524514,5,reviewed,av,av
2023-09-26T08:57:22.410Z,46.9595,-112.746833333333,14.68,1.21,ml,11,105,0.06235,0.06,mb,mb90028603,2023-09-27T12:56:47.550Z,"4 km W of Lincoln, Montana",earthquake,0.54,0.66,0.114649850413442,8,reviewed,mb,mb
2023-09-26T08:40:14.110Z,33.8471667,-116.87,16.51,1.03,ml,46,55,0.06195,0.17,ci,ci40572632,2023-09-26T15:39:51.591Z,"9 km S of Banning, CA",earthquake,0.17,0.37,0.168,21,reviewed,ci,ci
2023-09-26T08:37:16.070Z,33.658,-116.7601667,14.88,0.95,ml,43,56,0.06892,0.16,ci,ci40572624,2023-09-26T15:27:42.310Z,"10 km SSW of Idyllwild, CA",earthquake,0.19,0.3,0.204,23,reviewed,ci,ci
2023-09-26T08:31:47.421Z,37.3366,-118.2963,0,0.5,ml,3,340.98,0.26,0.093,nn,nn00866410,2023-09-27T00:09:50.059Z,"Central California",earthquake,,0,0,1,reviewed,nn,nn
2023-09-26T08:29:08.500Z,33.67,-116.7406667,15.68,0.48,ml,13,94,0.0501,0.16,ci,ci40572616,2023-09-26T13:03:30.234Z,"8 km SSW of Idyllwild, CA",earthquake,0.41,0.81,0.057,11,reviewed,ci,ci
2023-09-26T08:24:33.370Z,35.8715,-117.666,8.83,0.99,ml,17,163,0.102,0.19,ci,ci40572608,2023-09-26T15:50:56.128Z,"23 km ESE of Little Lake, CA",earthquake,0.39,0.87,0.092,7,reviewed,ci,ci
2023-09-26T08:18:00.108Z,-28.7581,-71.4165,28.239,4.1,mwr,21,143,0.677,0.63,us,us7000ky58,2023-09-26T08:40:55.040Z,"67 km WSW of Vallenar, Chile",earthquake,6.58,4.242,0.071,19,reviewed,us,us
2023-09-26T08:06:39.100Z,38.8223343,-122.8513336,2.2,0.43,md,12,121,0.006767,0.01,nc,nc73942056,2023-09-26T08:08:15.252Z,"10 km WNW of The Geysers, CA",earthquake,0.31,0.68,0.3,13,automatic,nc,nc
2023-09-26T08:04:07.548Z,13.1834,145.0452,45.79,4.8,mb,58,61,0.439,0.59,us,us7000ky57,2023-09-27T06:07:35.561Z,"33 km ESE of Inarajan Village, Guam",earthquake,7.34,6.265,0.085,43,reviewed,us,us
2023-09-26T07:58:55.953Z,59.8798,-152.047,38.7,1.2,ml,,,,0.32,ak,ak023cd02xvf,2023-09-26T08:07:15.276Z,"Southern Alaska",earthquake,,7.6,,,automatic,ak,ak
2023-09-26T07:54:22.045Z,62.7128,-151.6401,220.2,1.6,ml,,,,0.92,ak,ak023cd020fw,2023-09-26T07:57:10.416Z,"50 km WNW of Petersville, Alaska",earthquake,,1.5,,,automatic,ak,ak
2023-09-26T07:53:49.130Z,36.0001678,-120.5638351,1.78,1.49,md,18,78,0.02393,0.08,nc,nc73942046,2023-09-26T07:55:25.085Z,"16 km NW of Parkfield, CA",earthquake,0.29,0.59,0.26,9,automatic,nc,nc
2023-09-26T07:36:47.801Z,9.7851,126.1824,74.375,4.5,mb,37,117,2.763,0.75,us,us7000ky56,2023-09-26T07:55:55.040Z,"8 km ENE of Union, Philippines",earthquake,10.16,7.174,0.091,35,reviewed,us,us
2023-09-26T07:11:32.370Z,38.8411674,-122.8368301,1.65,1.24,md,21,88,0.00278,0.01,nc,nc73942041,2023-09-26T07:13:09.000Z,"10 km NW of The Geysers, CA",earthquake,0.22,0.4,0.19,21,automatic,nc,nc
2023-09-26T07:02:46.195Z,62.8092,-148.5186,15.9,1.4,ml,,,,0.32,ak,ak023cczqx2j,2023-09-26T07:04:11.192Z,"Central Alaska",earthquake,,0.1,,,automatic,ak,ak
2023-09-26T07:00:16.838Z,62.7389,-148.6271,3.9,1.9,ml,,,,0.62,ak,ak023cczqfbz,2023-09-26T07:01:48.580Z,"74 km SSE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-09-26T06:56:35.240Z,55.1563333333333,-162.2395,5.04,0.11,ml,4,226,,0.08,av,av92059046,2023-09-27T01:14:05.570Z,"11 km NNE of King Cove, Alaska",earthquake,0.94,0.6,0.0292513428228384,4,reviewed,av,av
2023-09-26T06:53:26.306Z,34.9049,73.8899,10,4.5,mb,34,93,1.353,1,us,us7000ky4x,2023-09-26T07:12:13.040Z,"70 km NNE of Muzaffarābād, Pakistan",earthquake,8.01,1.897,0.151,13,reviewed,us,us
2023-09-26T06:50:36.610Z,34.0605,-116.7035,7.87,1.24,ml,57,55,0.05107,0.14,ci,ci40572600,2023-09-26T15:45:56.307Z,"11 km W of Morongo Valley, CA",earthquake,0.13,0.34,0.127,28,reviewed,ci,ci
2023-09-26T06:50:30.291Z,-10.3026,161.4958,80.934,4.7,mb,24,105,1.751,1.18,us,us7000ky4w,2023-09-26T07:07:18.040Z,"49 km WNW of Kirakira, Solomon Islands",earthquake,10.07,8.968,0.127,19,reviewed,us,us
2023-09-26T06:43:45.980Z,58.174,-155.317833333333,0.54,-0.07,ml,7,109,,0.07,av,av92059016,2023-09-27T01:05:16.600Z,"84 km NW of Karluk, Alaska",earthquake,0.21,1.38,0.190792305379322,7,reviewed,av,av
2023-09-26T06:42:21.759Z,62.1683,-149.4537,34.6,2.6,ml,,,,0.56,ak,ak023ccze06z,2023-09-26T07:14:28.040Z,"20 km E of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-26T06:38:20.180Z,37.4603333,-113.9676667,-1.6,1.2,md,7,236,0.08815,0.08,uu,uu60550877,2023-09-26T13:14:42.170Z,"Utah",earthquake,0.95,2.18,0.196,6,reviewed,uu,uu
2023-09-26T06:37:49.160Z,17.9431666666667,-66.848,14.45,2.48,md,12,213,0.04349,0.17,pr,pr71426003,2023-09-26T06:55:51.470Z,"5 km SE of Maria Antonia, Puerto Rico",earthquake,0.87,0.65,0.0735109545834418,5,reviewed,pr,pr
2023-09-26T06:37:19.940Z,33.2731667,-116.7741667,12.94,0.58,ml,27,53,0.03927,0.13,ci,ci40572592,2023-09-26T15:33:57.742Z,"4 km NNW of Lake Henshaw, CA",earthquake,0.2,0.43,0.091,10,reviewed,ci,ci
2023-09-26T06:32:19.900Z,18.4893333333333,-66.1171666666667,103.14,3.22,md,18,187,0.1821,0.14,pr,pr71425993,2023-09-26T07:59:23.078Z,"2 km NNW of San Juan, Puerto Rico",earthquake,1.23,0.67,0.0841071786146323,8,reviewed,pr,pr
2023-09-26T06:28:45.660Z,38.7773323,-122.7229996,2,0.96,md,7,76,0.01224,0.01,nc,nc73942036,2023-09-26T06:30:23.569Z,"3 km W of Anderson Springs, CA",earthquake,0.99,2.24,0.33,8,automatic,nc,nc
2023-09-26T06:21:39.065Z,15.0589,-104.4707,10,5.4,mww,103,181,5.514,0.68,us,us7000ky4p,2023-09-27T06:24:27.049Z,"off the coast of Michoacan, Mexico",earthquake,11.31,1.938,0.075,17,reviewed,us,us
2023-09-26T06:20:34.660Z,46.49333333333333,-122.37,13.73,0.76,ml,14,70,0.1502,0.09,uw,uw61962251,2023-09-28T05:07:29.230Z,"9 km ESE of Mossyrock, Washington",earthquake,0.24,0.93,0.10102103091662229,6,reviewed,uw,uw
2023-09-26T06:00:17.950Z,33.515,-116.5015,14.18,0.58,ml,28,81,0.06388,0.13,ci,ci40572584,2023-09-26T15:28:22.266Z,"17 km ESE of Anza, CA",earthquake,0.17,0.4,0.188,11,reviewed,ci,ci
2023-09-26T05:54:15.556Z,60.3269,-143.099,13.5,2,ml,,,,0.47,ak,ak023ccyv4qb,2023-09-26T05:55:32.871Z,"Southern Alaska",earthquake,,0.1,,,automatic,ak,ak
2023-09-26T05:53:29.930Z,33.272,-116.7775,12.44,0.57,ml,32,34,0.03921,0.14,ci,ci40572576,2023-09-26T15:22:55.229Z,"4 km NNW of Lake Henshaw, CA",earthquake,0.2,0.48,0.184,10,reviewed,ci,ci
2023-09-26T05:51:10.900Z,60.032,-153.069166666667,-1.09,-0.64,ml,5,115,,0.07,av,av92058926,2023-09-27T01:07:12.670Z,"Southern Alaska",earthquake,0.43,4.27,0.392699381479182,5,reviewed,av,av
2023-09-26T05:47:39.398Z,68.0007,-157.558,0,2.4,ml,,,,0.56,ak,ak023ccytok3,2023-09-26T05:51:36.384Z,"102 km N of Ambler, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-09-26T05:41:30.449Z,40.2268,-121.1596,0,1.6,ml,5,251.15,0.711,0.1957,nn,nn00866408,2023-09-26T23:57:27.060Z,"2 km N of Prattville, California",earthquake,,0,0.28,3,reviewed,nn,nn
2023-09-26T05:35:14.570Z,35.4471667,-118.3196667,10.38,0.94,ml,20,70,0.1714,0.1,ci,ci40572568,2023-09-26T15:17:35.326Z,"22 km SE of Bodfish, CA",earthquake,0.15,0.44,0.109,7,reviewed,ci,ci
2023-09-26T05:29:54.096Z,68.5335,-147.1061,0,1.9,ml,,,,1.14,ak,ak023ccypusm,2023-09-26T05:33:03.831Z,"78 km NW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-26T05:27:06.360Z,32.8043333,-115.4523333,9.54,0.84,ml,14,152,0.004771,0.22,ci,ci40572560,2023-09-26T15:04:42.676Z,"7 km W of Holtville, CA",earthquake,0.65,0.71,0.095,4,reviewed,ci,ci
2023-09-26T05:19:29.140Z,33.718,-116.8298333,15.46,0.71,ml,20,71,0.0842,0.2,ci,ci40572552,2023-09-26T13:04:18.198Z,"7 km ESE of Valle Vista, CA",earthquake,0.48,0.61,0.146,16,reviewed,ci,ci
2023-09-26T05:16:19.120Z,40.0696,-119.6207,11.5,0.5,ml,3,193.48,0.132,0.0643,nn,nn00866389,2023-09-26T22:27:08.786Z,"13 km N of Sutcliffe, Nevada",earthquake,,7.5,0.1,2,reviewed,nn,nn
2023-09-26T05:12:36.100Z,17.951,-66.2883333333333,12.08,2.64,md,19,187,0.1131,0.3,pr,pr71425983,2023-09-26T05:26:02.400Z,"3 km SSE of Salinas, Puerto Rico",earthquake,0.64,0.57,0.0797689227335963,11,reviewed,pr,pr
2023-09-26T05:08:15.301Z,60.5571,-151.065,67,1.4,ml,,,,0.38,ak,ak023ccyl9ru,2023-09-26T05:10:12.133Z,"3 km NNE of Ridgeway, Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-09-26T05:05:49.624Z,60.4271,-147.4552,12.5,1.3,ml,,,,0.52,ak,ak023ccykp9u,2023-09-26T05:08:15.812Z,"50 km NE of Chenega, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-09-26T05:03:32.804Z,-24.2606,-179.8203,496.187,4.3,mb,23,128,5.256,1.36,us,us7000ky4d,2023-09-26T06:51:51.040Z,"south of the Fiji Islands",earthquake,15.19,11.088,0.129,17,reviewed,us,us
2023-09-26T04:57:00.110Z,35.767,-117.5878333,6.52,1.61,ml,27,94,0.1322,0.16,ci,ci40572544,2023-09-26T15:01:50.840Z,"17 km W of Searles Valley, CA",earthquake,0.24,0.8,0.063,15,reviewed,ci,ci
2023-09-26T04:48:55.000Z,38.831665,-122.8156662,1.81,1.13,md,24,51,0.009342,0.02,nc,nc73942011,2023-09-26T04:50:31.873Z,"8 km NW of The Geysers, CA",earthquake,0.19,0.4,0.18,25,automatic,nc,nc
2023-09-26T04:30:50.300Z,37.6318321,-122.2186661,8.48,2.18,md,53,47,0.09421,0.06,nc,nc73942006,2023-09-26T12:18:18.643Z,"9 km NNE of Foster City, CA",earthquake,0.14,0.45,0.15,47,automatic,nc,nc
2023-09-26T04:28:28.608Z,63.4037,-150.2489,122,1.1,ml,,,,0.18,ak,ak023ccy45ik,2023-09-26T04:30:29.703Z,"64 km W of Cantwell, Alaska",earthquake,,1.6,,,automatic,ak,ak
2023-09-26T04:28:17.660Z,38.8218346,-122.8531647,2.59,0.79,md,12,91,0.006396,0.02,nc,nc73942001,2023-09-26T04:29:50.993Z,"10 km WNW of The Geysers, CA",earthquake,0.36,0.66,0.17,12,automatic,nc,nc
2023-09-26T04:25:13.985Z,62.7695,-148.5679,5.5,1.6,ml,,,,0.64,ak,ak023ccy3h8m,2023-09-26T04:27:07.595Z,"Central Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-09-26T04:24:11.192Z,37.4854,-114.9658,5.5,1.1,ml,5,166.56,0.104,0.0502,nn,nn00866383,2023-09-26T22:14:43.422Z,"22 km NE of Alamo, Nevada",earthquake,,6.8,0.38,4,reviewed,nn,nn
2023-09-26T04:15:37.700Z,52.066,-176.118333333333,-1.8,0.45,ml,6,106,,0.32,av,av92058761,2023-09-27T00:56:23.130Z,"41 km ENE of Adak, Alaska",earthquake,0.66,1.2,0.221356234145215,6,reviewed,av,av
2023-09-26T04:10:20.825Z,61.9371,-144.0925,1.1,1.4,ml,,,,0.24,ak,ak023ccy0a0y,2023-09-26T04:12:16.974Z,"50 km NNE of Chitina, Alaska",earthquake,,1,,,automatic,ak,ak
2023-09-26T03:57:49.080Z,38.8428345,-122.8178329,1.28,0.8,md,12,120,0.01257,0.01,nc,nc73941996,2023-09-26T03:59:25.704Z,"8 km WNW of Cobb, CA",earthquake,0.3,0.64,0.2,13,automatic,nc,nc
2023-09-26T03:56:18.130Z,34.106,-116.6415,6.99,1.3,ml,52,30,0.06752,0.12,ci,ci40572536,2023-09-26T14:46:11.510Z,"9 km NW of Morongo Valley, CA",earthquake,0.1,0.43,0.2,33,reviewed,ci,ci
2023-09-26T03:51:21.970Z,57.065,-135.6205,4.98,0.31,ml,5,173,,0.1,av,av91116733,2023-09-27T00:46:59.960Z,"17 km W of Sitka, Alaska",earthquake,0.95,1.13,0.29962010980794,5,reviewed,av,av
2023-09-26T03:50:09.200Z,17.9258,-66.2696,8,3.59,md,18,199,0.1675,0.29,pr,pr2023269001,2023-09-27T01:45:17.040Z,"Puerto Rico region",earthquake,0.8,1.27,0.06,13,reviewed,pr,pr
2023-09-26T03:43:35.210Z,33.386,-116.8141667,13.63,0.65,ml,32,41,0.05186,0.16,ci,ci40572528,2023-09-26T14:31:47.352Z,"6 km NE of Palomar Observatory, CA",earthquake,0.2,0.54,0.188,13,reviewed,ci,ci
2023-09-26T03:43:17.308Z,36.6836,-116.3258,9.4,-0.2,ml,11,106.98,0.03,0.0477,nn,nn00866355,2023-09-26T04:40:28.963Z,"46 km ESE of Beatty, Nevada",earthquake,,1.4,0.59,3,reviewed,nn,nn
2023-09-26T03:42:16.020Z,38.7885017,-122.6921692,3.82,1.02,md,5,180,0.02104,0.01,nc,nc73941991,2023-09-26T03:43:50.589Z,"2 km N of Anderson Springs, CA",earthquake,3.72,7.06,0.4,7,automatic,nc,nc
2023-09-26T03:34:28.210Z,34.0248333,-117.2508333,17.62,1.03,ml,33,88,0.08138,0.18,ci,ci40572520,2023-09-26T14:25:27.603Z,"3 km SSE of Loma Linda, CA",earthquake,0.25,0.46,0.148,4,reviewed,ci,ci
2023-09-26T03:10:46.470Z,61.5209,-149.9227,48.4,1.1,ml,,,,0.43,ak,ak023ccxewef,2023-09-26T03:12:40.202Z,"1 km E of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2023-09-26T03:10:29.784Z,-35.2766,-71.1042,100.006,4.3,mb,31,116,0.548,0.47,us,us7000ky43,2023-09-27T00:39:14.040Z,"24 km SE of Molina, Chile",earthquake,4.74,6.612,0.217,6,reviewed,us,us
2023-09-26T03:04:24.930Z,36.0166667,-118.358,5.17,1.42,ml,22,113,0.249,0.1,ci,ci40572512,2023-09-26T14:16:06.768Z,"30 km NNE of Kernville, CA",earthquake,0.17,0.93,0.247,10,reviewed,ci,ci
2023-09-26T03:02:05.040Z,58.1705,-155.333,2.31,0.42,ml,11,74,,0.1,av,av92058641,2023-09-27T00:43:07.940Z,"Alaska Peninsula",earthquake,0.2,0.4,0.301952954243025,12,reviewed,av,av
2023-09-26T02:57:59.443Z,59.3119,-152.8124,77.4,1.9,ml,,,,0.43,ak,ak023ccx3kgg,2023-09-26T02:59:21.282Z,"50 km W of Nanwalek, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-09-26T02:30:46.031Z,44.7192,-111.7828,10,2.5,ml,59,40,0.084,0.53,us,us7000ky3w,2023-09-27T00:20:00.040Z,"western Montana",earthquake,1.35,1.999,0.048,56,reviewed,us,us
2023-09-26T02:20:30.379Z,36.3695,-98.16216667,7.55,2.27,ml,88,71,0.04229170093,0.18,ok,ok2023svvl,2023-09-26T11:55:23.874Z,"2 km SE of Meno, Oklahoma",earthquake,,0.4,0.22,43,reviewed,ok,ok
2023-09-26T02:13:21.170Z,53.8778333333333,-166.917833333333,5.41,-0.74,ml,6,179,,0.12,av,av91116728,2023-09-27T00:28:28.560Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,0.54,1.61,0.0977687934992577,6,reviewed,av,av
2023-09-26T02:11:32.560Z,38.8356667,-122.8006668,2,0.2,md,8,70,0.008514,0.01,nc,nc73941971,2023-09-26T02:13:05.820Z,"7 km WNW of Cobb, CA",earthquake,0.43,1.06,0.08,8,automatic,nc,nc
2023-09-26T01:50:06.830Z,51.8733333333333,-177.949333333333,7.26,1.28,ml,4,165,,0.1,av,av92058506,2023-09-27T03:29:27.450Z,"90 km W of Adak, Alaska",earthquake,0.54,1.03,0.304113845281777,5,reviewed,av,av
2023-09-26T01:44:50.171Z,38.0122,-118.0165,0.4,1.3,ml,11,69.11,0.189,0.1487,nn,nn00866344,2023-09-26T16:06:41.413Z,"38 km N of Dyer, Nevada",earthquake,,3,0.52,4,reviewed,nn,nn
2023-09-26T01:39:43.530Z,4.7369,127.4879,94,5.9,mww,128,44,2.996,0.75,us,us7000ky3a,2023-09-27T01:42:39.828Z,"230 km SE of Pondaguitan, Philippines",earthquake,5.62,1.852,0.04,60,reviewed,us,us
2023-09-26T01:37:05.150Z,36.1332,70.4479,138.859,4.2,mb,21,115,1.96,0.49,us,us7000ky39,2023-09-26T23:03:00.040Z,"72 km SE of Farkhār, Afghanistan",earthquake,5.82,19.114,0.374,2,reviewed,us,us
2023-09-26T01:00:41.280Z,38.8274994,-122.8466644,0.5,0.78,md,7,164,0.01009,0.05,nc,nc73941961,2023-09-26T01:02:16.116Z,"10 km NW of The Geysers, CA",earthquake,0.42,0.81,0.12,7,automatic,nc,nc
2023-09-26T00:59:49.108Z,39.739,-120.5633,8.5,1.7,ml,11,195.35,0.138,0.1847,nn,nn00866350,2023-09-26T04:21:46.404Z,"Northern California",earthquake,,3,0.24,6,reviewed,nn,nn
2023-09-26T00:59:04.110Z,35.6361667,-117.5641667,3.4,1.2,ml,23,88,0.118,0.14,ci,ci40572504,2023-09-26T13:56:12.286Z,"10 km E of Ridgecrest, CA",earthquake,0.21,1.01,0.132,13,reviewed,ci,ci
2023-09-26T00:46:36.400Z,19.76,-64.2965,22,3.98,md,18,300,1.5546,0.39,pr,pr2023269000,2023-09-26T01:15:47.275Z,"north of the Virgin Islands",earthquake,1.51,29.78,0.09,16,reviewed,pr,pr
2023-09-26T00:43:59.960Z,38.8363342,-122.7921677,2.03,0.79,md,7,100,0.002514,0.01,nc,nc73941946,2023-09-26T00:45:35.963Z,"6 km WNW of Cobb, CA",earthquake,0.86,1.44,0.27,8,automatic,nc,nc
2023-09-26T00:36:43.580Z,33.2736667,-116.7791667,12.06,0.86,ml,32,34,0.04129,0.14,ci,ci40572496,2023-09-26T13:49:37.420Z,"4 km NNW of Lake Henshaw, CA",earthquake,0.19,0.48,0.119,15,reviewed,ci,ci
2023-09-26T00:35:41.764Z,59.6675,-153.1411,94.1,1.3,ml,,,,0.95,ak,ak023ccvry4g,2023-09-26T00:47:27.835Z,"55 km ESE of Pedro Bay, Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-09-26T00:34:34.470Z,58.214,-155.1145,-2.17,0.03,ml,12,64,,0.13,av,av92058406,2023-09-27T00:07:40.540Z,"Alaska Peninsula",earthquake,0.21,2.14,0.369955193561478,12,reviewed,av,av
2023-09-26T00:26:42.480Z,39.7425,-120.5643333,5.01,2.77,md,19,66,0.1021,0.12,nc,nc73941941,2023-09-27T00:30:11.015Z,"0 km NNE of Valley Ranch, CA",earthquake,0.28,0.9,0.129,38,reviewed,nc,nc
2023-09-26T00:10:33.558Z,63.1019,-151.3474,0.1,1.4,ml,,,,1.2,ak,ak023ccvmkl7,2023-09-26T00:13:09.899Z,"Central Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-09-26T00:08:11.240Z,47.92466666666667,-121.90966666666667,16.17,0.44,md,4,143,0.1214,0.1,uw,uw61962236,2023-09-28T04:48:09.110Z,"Washington",earthquake,0.59,1.6,0.2172326800828177,3,reviewed,uw,uw
2023-09-26T00:05:44.273Z,59.3735,-151.6772,50.7,3.1,ml,,,,0.37,ak,ak023ccvlite,2023-09-26T06:33:15.794Z,"7 km SSE of Seldovia, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-09-25T23:57:54.157Z,61.9081,-152.6321,131.9,1.7,ml,,,,0.83,ak,ak023cbm2b93,2023-09-26T00:00:05.660Z,"Southern Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-09-25T23:49:31.710Z,17.9478333333333,-66.853,11.75,1.98,md,7,209,0.03685,0.08,pr,pr71425958,2023-09-26T00:30:26.240Z,"Puerto Rico region",earthquake,0.68,0.6,0.175748464504854,6,reviewed,pr,pr
2023-09-25T23:48:33.310Z,17.919,-66.8416666666667,10.94,2.21,md,7,224,0.06625,0.09,pr,pr71425953,2023-09-26T00:15:14.110Z,"8 km SE of Maria Antonia, Puerto Rico",earthquake,1.31,0.82,0.0760414463875336,6,reviewed,pr,pr
2023-09-25T23:46:39.400Z,38.7916679,-122.7013321,2.07,0.99,md,6,144,0.02351,0,nc,nc73941931,2023-09-25T23:48:16.506Z,"2 km NNW of Anderson Springs, CA",earthquake,1.55,3.27,0.26,7,automatic,nc,nc
2023-09-25T23:39:22.033Z,38.3256,141.3002,81.058,4.5,mwr,226,132,2.467,0.74,us,us7000ky2u,2023-09-26T00:46:51.040Z,"10 km S of Ishinomaki, Japan",earthquake,7.74,6.154,0.071,19,reviewed,us,us
2023-09-25T23:37:08.510Z,51.6986666666667,-178.589333333333,18.42,1.59,ml,10,142,,0.13,av,av92058301,2023-09-26T22:25:15.110Z,"136 km W of Adak, Alaska",earthquake,0.59,1.67,0.232350522988102,10,reviewed,av,av
